,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Comments,Conditions,For,While,do ... while,Func dec,Varibales Dec,Pointers,Comments length,code length,Variables Names
430,ameeramadian,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ameeramadian.jpg,/profile/ameeramadian,Tree Constructor,Swift,"enum BoolString: String {
    case True = ""true""
    case False = ""false""
}

func TreeConstructor(_ strArr: [String]) -> String {    
    var parentsArray: [String]? = []
    for node in strArr{
        var newNode = node
        newNode.removeLast()
        if let last = newNode.last{
            let parent = String(last)
            parentsArray?.append(parent)
        }
    }
    if let parentsArray = parentsArray{
        var dups = Dictionary(grouping: parentsArray, by: {$0}).filter { $1.count > 2 }.keys
        if !dups.isEmpty{
            return BoolString.False.rawValue
        }
        dups = Dictionary(grouping: parentsArray, by: {$0}).filter { $1.count > 1 }.keys
        if dups.isEmpty{
            return BoolString.False.rawValue
        }
    }
    return BoolString.True.rawValue
}

// keep this function call here   
print(TreeConstructor(readLine(stripNewline: true)));",9,0,Male,1,4,1,0,0,1,6,0,0,96,'[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups''[String]?''newNode''last''parent''parentsArray''dups'
432,kalgima,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kalgima.jpg,/profile/kalgima,Tree Constructor,Swift,"import Foundation
func TreeConstructor(_ strArr: [String]) -> String
{
  let cleanArr        = strArr.map{ String($0.characters.dropFirst().dropLast())}
  let childMap        = cleanArr.map{$0.components(separatedBy:"","")}
  let childParent     = childMap.map{(c:$0[0],p:$0[1])}
  let parents         = Set(childParent.map{$1})
  let children        = parents.map{p in (p,childParent.filter{$0.p==p}.map{$0.c}) }
  let root            = parents.filter{p in !childParent.contains{$0.c == p} }
  return root .count != 1 || children.contains{$1.count > 2} ? ""false"" : ""true""
}


// keep this function call here   
print(TreeConstructor(readLine(stripNewline: true)));",10,0,Male,1,0,0,0,0,1,6,0,0,64,'cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root''cleanArr''childMap''childParent''parents''children''root'
433,yawbrobbey,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/yawbrobbey.jpg,/profile/yawbrobbey,Bracket Matcher,Java,"import java.util.*;
import java.io.*;

class Function {
    int BracketMatcher(String str) {
        HashMap<String, Integer> map = new HashMap<>();
        map.put(""("", 0);
        map.put("")"", 0);
        if (!str.contains(""("") && !str.contains("")"")) {
            return 1;
        }
        for (char c : str.toCharArray()) {
            if (("""" + c).equals(""("")) {
                map.put(""("", map.get(""("") + 1);
            }
            else if ((""""+c).equals("")"")){
                map.put("")"", map.get("")"") + 1 );
                if (map.get("")"") > map.get(""("")){ return 0;}      
        }
    }
        return map.get(""("") == map.get("")"") ? 1 : 0;
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.BracketMatcher(s.nextLine())); 
  }   
  
}",10,2,Female,1,7,1,0,0,3,0,0,4,92,
435,kadams919,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kadams919.jpg,/profile/kadams919,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;
import java.util.regex.Pattern;
import java.util.regex.Matcher;

class Main {  
  public static int BracketMatcher(String str) { 
    int leftCount = 0;
    int rightCount = 0;
    int count = 0;
    Pattern badStart = Pattern.compile(""^\\)"");
    Pattern badEnd = Pattern.compile(""\\($"");
    String right = (""\\("");
    String left = (""\\)"");

    // check if brackets are ever out of balance with each, ie, an ending bracket is added before a corresponding beginning bracket
    for(int i = 0; i < str.length(); i++) {
        if(Character.toString(str.charAt(i)).matches(right)) {
            count++;
        } else if(Character.toString(str.charAt(i)).matches(left)) {
            count--;
            if(count < 0) {
                return 0;
            }
        }
    }
    
    // make sure there are an equal number of beginning and ending brackets
    if(count != 0) {
        return 0;
    }
    
    return 1;
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(BracketMatcher(s.nextLine())); 
  }   
  
}",10,0,Female,3,11,2,0,0,3,5,0,8,129,'leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left''leftCount''rightCount''count''right''left'
437,pipo1991,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/pipo1991.jpg,/profile/pipo1991,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Function {  
  int BracketMatcher(String str) { 
    Stack<Character> s=new Stack<Character>();
    for(int i=0;i<str.length();i++){
        if(str.charAt(i)=='('){
            s.push(str.charAt(i));
        }else if(str.charAt(i)==')'){
            if(s.empty()){
                return 0;
            }
            s.pop();
        }
    }
    if(!s.empty()){
      return 0;
    }
    return 1;
    
  }      
}

class Main {
  public static void main (String[] args) {  
   
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.BracketMatcher(s.nextLine())); 
    
  }
}",10,0,Male,1,8,2,0,0,3,0,0,2,62,
443,Redmanter,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Redmanter.jpg,/profile/Redmanter,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Function 
{  
  int BracketMatcher(String str) 
  { 
    int sum = 0;
    for(int x=0; x<str.length(); x++)
    {
      if(str.charAt(x) == '(')
        sum++;
      if(str.charAt(x) == ')')
        sum--;
    }
    if(sum == 0)
      return 1;
    return 0;
  }      
}

class Main {
  public static void main (String[] args) {  
   
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.BracketMatcher(s.nextLine())); 
    
  }
}",10,0,Male,1,6,2,0,0,2,1,0,3,64,'sum''sum''sum''sum''sum''sum''sum''sum''sum'
446,nicklivens,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nicklivens.jpg,/profile/nicklivens,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Function {  
    int BracketMatcher(String str) {
        int openBrackets = 0;

        for (char c : str.toCharArray()) {
            if (c == '(') {
                openBrackets++;
            } else if (c == ')' && openBrackets > 0) {
                openBrackets--;
            } else if (c == ')') {
                return 0;
            }
        }

        return openBrackets == 0 ? 1 : 0;

    }

    public static void main (String[] args) {
        // keep this function call here
        Scanner s = new Scanner(System.in);
        Function c = new Function();
        System.out.print(c.BracketMatcher(s.nextLine()));
    }
  
}",10,0,Male,1,8,1,0,0,2,1,0,5,80,'openBrackets''openBrackets''openBrackets''openBrackets''openBrackets''openBrackets''openBrackets''openBrackets''openBrackets'
447,k8conant,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/k8conant.jpg,/profile/k8conant,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Function {  
  int BracketMatcher(String str) { 
  
    int p=0;
    int len = str.length();
    for (int i=0;i<len;i++)
    {
      if (str.charAt(i) == '(')
          p++;
      else
      if (str.charAt(i) == ')')
           p--;
      if (p < 0) return 0;
    }
    if (p != 0) return 0;
    return 1;
    // code goes here   
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
       
    
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.BracketMatcher(s.nextLine())); 
  }   
  
}",10,0,Female,3,6,1,0,0,6,1,0,4,113,'len''len''len''len''len''len''len''len''len'
448,Niliyam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Niliyam.jpg,/profile/Niliyam,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Main {  
  public static int BracketMatcher(String str) { 
  
    // code goes here   
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
      int l=0,r=0;
      int len = str.length();
      for(int i=0;i<len;++i){
          char c = str.charAt(i);
          if(c=='('){
              l+=1;
          }else if (c == ')'){
              r++;
              if(l==0){
                  return 0;
              }
              if(l==r){
                  l=r=0;
              }
          }
      }
    return (l==r ? 1 : 0);
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(BracketMatcher(s.nextLine())); 
  }   
  
}",10,0,Female,3,8,2,0,0,5,2,0,2,111,'len''c''len''c''len''c''len''c''len''c''len''c''len''c''len''c''len''c'
449,binfeng,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/binfeng.jpg,/profile/binfeng,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Function {  
   static int BracketMatcher(String s) {
        Stack<Integer> stack = new Stack<>();
        for(int i=0; i<s.length(); i++) {
            if(s.charAt(i) == '(') {
                stack.push(i);
            } else if(s.charAt(i) == ')') {
                if(stack.isEmpty()) return 0;
                else stack.pop();
            }
        }
        return stack.isEmpty() ? 1 : 0;
    }
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.BracketMatcher(s.nextLine())); 
  }   
  
}",10,0,Female,1,11,2,0,0,2,0,0,2,71,
450,ph4ntom,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ph4ntom.jpg,/profile/ph4ntom,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Main {  
  public static int BracketMatcher(String str) {
    Stack stack = new Stack();
    for (int i = 0; i < str.length(); i++) {
        char c = str.charAt(i);
        if (c == '(') stack.push(c);
        else if (c == ')')  {
            if (stack.size() > 0) stack.pop();
            else return 0;
        }
    }
    return stack.size() == 0 ? 1 : 0;
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(BracketMatcher(s.nextLine())); 
  }   
  
}",10,0,Female,1,8,1,0,0,2,1,0,5,78,'c''c''c''c''c''c''c''c''c'
451,AjeethKannan,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AjeethKannan.jpg,/profile/AjeethKannan,Bracket Matcher,Java,"import java.util.*; 
import java.io.*;

class Main {  
    public static String BracketMatcher(String str) { 
  
        Stack<Character> stack = new Stack<Character>();
		
		boolean hasBracket = false;
		
		for( int i = 0; i < str.length(); i++ ) {
			if( str.charAt(i) == '(' ) {
				hasBracket = true;
				stack.push(str.charAt(i));
			}
			else if( str.charAt(i) == ')' ) {
				hasBracket = true;
				if( stack.isEmpty() == false ) stack.pop();
				else return (""0"");
			}
		}
		
		if( hasBracket == false ) return (""1"");
		else if( stack.isEmpty() == false ) return (""0"");
		else return (""1 "");
    
    } 
  
    public static void main (String[] args) {  
        // keep this function call here     
        Scanner s = new Scanner(System.in);
        System.out.print(BracketMatcher(s.nextLine())); 
    }   
  
}",10,0,Male,1,18,2,0,0,4,2,0,1,105,'hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i''hasBracket''i'
