,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Name_or_Image,Comments,Conditions,For,While,Func dec,Varibales Dec,Comments length,code length,Variables Names,Num_of_Lines,Lines_ave_len,Vars_ave_len,num_of_cases_uses
37,userjajpnm5sc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/userjajpnm5sc.jpg,/profile/userjajpnm5sc,Bracket Combinations,PHP,"<?php 
function BracketCombinations($num) {
  $x = 0;

  if($num > 0) bracket('', 0, $num, 0, 0, $x);
  
  $num = $x;

  return $num;
}

function bracket($flag, $position, $num, $open, $close, &$count) {
  if($close == $num) $count++;
  else {
    if($open > $close) {
      bracket($flag, $position + 1, $num, $open, $close + 1, $count);
    }

    if($open < $num) {
      bracket($flag, $position + 1, $num, $open + 1, $close, $count);
    }
  }
}
   
// keep this function call here  
echo BracketCombinations(fgets(fopen('php://stdin', 'r')));  
?>",13,0,0,0,554,5,0,0,3,2,9,78, '$x' '$num',27,0,2,0
38,MohamedAmmar,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MohamedAmmar.jpg,/profile/MohamedAmmar,Bracket Combinations,PHP,"<?php 

function BracketCombinations($num) {
  if($num<2){
    return 1;
  }
  $result = 0;
  for($i=0;$i<$num;$i++)
    $result+= BracketCombinations($i) * BracketCombinations($num-$i-1);
  // code goes here
  return $result;
}
   
// keep this function call here  
echo BracketCombinations(fgets(fopen('php://stdin', 'r')));  

?>",15,0,0,0,333,1,1,0,2,1,13,33, '$result',17,0,6,0
39,joshuand1990,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/joshuand1990.jpg,/profile/joshuand1990,Bracket Combinations,PHP,"<?php 

function BracketCombinations($num) {
   return Fact(2 * $num) / (Fact($num + 1) * Fact($num));
}

function Fact($num) {
  if ($num == 1) {
    return 1;
  } else {
    return $num * Fact($num - 1);
  }
}  
// keep this function call here  
echo BracketCombinations(fgets(fopen('php://stdin', 'r')));  

?>",13,0,0,0,314,2,0,0,3,0,9,46,,17,0,0,0
40,misharavi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/misharavi.jpg,/profile/misharavi,Bracket Combinations,Python,"def BracketCombinations(num):



 
  return int(Fact(2 * num) / (Fact(num + 1) * Fact(num)))



def Fact(n):
   
  if (n == 1):
    return 1
  else:
    return n * Fact(n-1)   




# keep this function call here 
print(BracketCombinations(input()))",13,2,0,0,1,3,0,0,2,0,6,32,,21,0,0,0
41,sohailAyoub,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sohailAyoub.jpg,/profile/sohailAyoub,Bracket Combinations,Python,"0
def BracketCombinations(num):

  # code goes here
  numFi = (Factorial(2*num))/((Factorial(num+1))*(Factorial(num)))

  return int(numFi)

def Factorial(numF):
  if numF > 1:
        return numF * Factorial(numF - 1)
  else:
        return 1

# keep this function call here 
print(BracketCombinations(input()))",15,1,0,0,2,3,0,0,2,1,10,34, 'numFi',16,0,5,1
42,PrithaBanerjee,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/PrithaBanerjee.jpg,/profile/PrithaBanerjee,Bracket Combinations,Python,"from math import factorial

def BracketCombinations(num):

  # https://en.wikipedia.org/wiki/Catalan_number

  return int(factorial(2 * num) / (factorial(num + 1) * factorial(num)))

# keep this function call here 
print(BracketCombinations(input()))",15,1,0,0,2,0,0,0,1,0,8,25,,10,0,0,0
43,Prithee,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Prithee.jpg,/profile/Prithee,Bracket Combinations,Python,"from math import factorial


def BracketCombinations(num):

  # code goes here
  return int(factorial(2*num)/(factorial(num+1)*factorial(num)))

# keep this function call here 
print(BracketCombinations(input()))",15,1,0,0,2,0,0,0,1,0,10,19,,10,0,0,0
44,BennyCollins,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/BennyCollins.jpg,/profile/BennyCollins,Bracket Combinations,Python,"def factorial(num):
  val = 1
  for i in range(1, num+1):
    val *= i
  return val

def BracketCombinations(num):
  if num == 0:
    return 0
  num_combinations = int(factorial(2*num)/(factorial(num + 1)*factorial(num)))
  return num_combinations

# keep this function call here 
print(BracketCombinations(input()))",13,0,0,0,1,1,1,0,2,3,6,37, 'val' 'val' 'num_combinations',14,0,5,0
45,Batuhen,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Batuhen.jpg,/profile/Batuhen,Bracket Combinations,Python,"def BracketCombinations(num):
  num = (factorial(2*num)) / (factorial(num)*factorial(num+1))
  # code goes here
  return int(num)

def factorial(n):
  if n == 0:
    return 1
  else:
    return n * factorial(n-1)
# keep this function call here 
print(BracketCombinations(input()))",15,0,0,0,2,3,0,0,2,1,10,33, 'num',12,0,3,0
46,Kazik,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Kazik.jpg,/profile/Kazik,Bracket Combinations,Python,"import scipy.special

def BracketCombinations(num):

    # output is Calatan numbers based on n given at input

    calatan_num = int((1/(num + 1)) * scipy.special.binom(2*num, num))

    return calatan_num

# keep this function call here 
print(BracketCombinations(input()))",15,0,0,0,2,0,0,0,1,1,17,32, 'calatan_num',12,0,5,0
47,joet789,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/joet789.jpg,/profile/joet789,Bracket Combinations,Python,"def BracketCombinations(num):

  # code goes here
  if num == 0:
    return 0
  if num == 1:
    return 1

  q = ['()']
  for i in range(2, num+1):
    temp = []
    for paren in q:
      for j in range(len(paren)):
        new = paren[:j] + '()' + paren[j:]
        if new not in temp:
          temp.append(new)
    q = temp

  return len(q)

# keep this function call here 
print(BracketCombinations(input()))",13,0,0,0,2,3,3,0,1,4,10,62, 'q' 'temp' 'new' 'q',22,0,2,0
48,VasileiosCharatsidis,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/VasileiosCharatsidis.jpg,/profile/VasileiosCharatsidis,Bracket Combinations,Python,"def simulate(num_left, num_right, count):
  #print(num_left, num_right, count)

  if num_left == 1:
    return count + 1
  
  if num_left == num_right:
    count += 1

  left = num_left - 1
  right = num_right - 1

  left_result = simulate(left, num_right, count)

  right_result = 0
  if right >= num_left:
    right_result = simulate(num_left, right, count)

  total = left_result + right_result
  count = total

  return count
  

def BracketCombinations(num):

  # code goes here
  return simulate(num, num, 0)

# keep this function call here 
print(BracketCombinations(input()))",13,0,0,0,3,3,0,0,2,7,13,76, 'left' 'right' 'left_result' 'right_result' 'right_result' 'total' 'count',31,0,5,0
49,ilyadt,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ilyadt.jpg,/profile/ilyadt,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {

  // Zero brackets gives us zero combinations
  if num == 0 {
    return 0
  }

  combinationsCount := 0

  // Functoin that will walk all the pathes with brackets
  var walker func(int, int)

  walker = func (openBrackets, clozedBrackets int) {

    // if we reached the end of path
    if openBrackets == num && clozedBrackets == num {
      combinationsCount++  // scope captured variable
      return
    }

    if clozedBrackets > openBrackets {
      return // wrong path (cannot close bracket before openning)
    }

    if (clozedBrackets > num) {
      return // wrong path (cannot close brackets more than total `num` supply)
    }

    if (openBrackets > num) {
      return // wrong path (cannot open brackets more than total `num` supply)
    }

    // Path to open bracket
    walker(openBrackets + 1, clozedBrackets)

    // Path to close bracket
    walker(openBrackets, clozedBrackets + 1)
  }
  
  walker(0, 0)
  
  return combinationsCount
}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",13,1,0,0,1197,7,2,0,5,1,92,171, 'combinationsCount',54,0,17,1
50,renodh,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/renodh.jpg,/profile/renodh,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {
  
  // code goes here  
  if num <= 1 {
		return 1
	}

  var res int
  for i := 0; i < num; i++ {
    res += BracketCombinations(i) * BracketCombinations(num - i - 1)
  }
  return res;

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",15,0,0,0,424,2,2,0,3,1,23,70, 'for',25,0,3,0
51,TomHutch,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/TomHutch.jpg,/profile/TomHutch,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {
  return f(num, 0, 0, 0);
}

func f(num, depth, opened, closed int) int {
  if depth > num * 2 {
    return 1
  } 

  if opened - closed == 0 {
    // """" OR ""()""
    return f(num, depth+1, opened+1, closed)
  } else if (opened == num) {
    // ""((("" and num == 3
    return f(num, depth+1, opened, closed+1)
  } else {  
    // ""("" + ""("" AND ""("" + "")""
    return f(num, depth+1, opened+1, closed) + f(num, depth+1, opened, closed+1)
  }
}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",15,0,0,0,674,6,1,0,4,0,37,114,,31,0,0,0
52,welociraptor,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/welociraptor.jpg,/profile/welociraptor,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {
	if num <= 1 {
		return 1
	}
	result := 0
	for i := 0; i < num; i++ {
		result += BracketCombinations(i) * BracketCombinations(num - i - 1)
	}
	return result
}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",15,0,0,0,395,2,2,0,3,2,19,66, 'result' 'for',21,0,4,0
53,skeptycal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/skeptycal.jpg,/profile/skeptycal,Bracket Combinations,Go,"package main
import (
  ""fmt""
  ""math/big""
  ""strconv""
)



func BracketCombinations(num int) int {
  
  // code goes here  
   
  var b, c big.Int

  n := int64(num)

  s := fmt.Sprint(c.Div(b.Binomial(n*2,n), c.SetInt64(n+1)))
  j, _ := strconv.Atoi(s)

  return j
}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",15,0,0,0,437,1,1,0,3,3,23,59," 'n' 's' 'j,'",30,0,1,0
54,emre75,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/emre75.jpg,/profile/emre75,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {
  
  // code goes here  
 if num < 0 {
    return 0
  } else if num == 1 {
    return 1
  }

  arr := make([]int, num+1)
  arr[0] = 1
  arr[1] = 1

  for i := 2; i <= num; i++ {
    ins := i - 1
    out := 0
    for ins >= 0 {
      arr[i] += arr[ins] * arr[out]
      ins--
      out++
    }
  }

  return arr[num];


}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",13,0,0,0,556,4,3,0,3,4,23,98, 'arr' 'for' 'ins' 'out',38,0,3,0
55,Ailish,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Ailish.jpg,/profile/Ailish,Bracket Combinations,Go,"package main
import ""fmt""

var memory map[int]int


func BracketCombinationsRecursive(num int) int {
  if v, ok := memory[num]; ok {
    return v
  }

  //fmt.Println(num)
  sum := 0
  for i := 1; i < num; i++ {
    sum += BracketCombinationsRecursive(i) * BracketCombinationsRecursive(num - i)
  }

  memory[num] = sum 
  return memory[num]
}


func BracketCombinations(num int) int {
  if num == 1 {
    return 1
  }

  if num == 0 {
    return 0
  }

  memory = make(map[int]int, num + 1)
  memory[0] = 1
  memory[1] = 1
  v :=  BracketCombinationsRecursive(num + 1);
  //fmt.Println(memory)
  return v 

}

func main() {
  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",13,0,1,0,777,4,2,0,4,4,21,115, 'if' 'sum' 'for' 'v',46,0,2,0
56,randiapr,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/randiapr.jpg,/profile/randiapr,Bracket Combinations,Go,"package main
import ""fmt""

func BracketCombinations(num int) int {
  // code goes here  
  if num < 0 {
    return 0
  } else if num == 1 {
    return 1
  }

  arr := make([]int, num+1)
  arr[0] = 1
  arr[1] = 1

  for i := 2; i <= num; i++ {
    ins := i - 1
    out := 0
    for ins >= 0 {
      arr[i] += arr[ins] * arr[out]
      ins--
      out++
    }
  }

  return arr[num];

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(BracketCombinations(readline()))

}",13,0,1,0,553,4,3,0,3,4,23,98, 'arr' 'for' 'ins' 'out',36,0,3,0
57,Dyukon,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Dyukon.jpg,/profile/Dyukon,Bracket Combinations,Ruby,"def BracketCombinations(num)
    Try(num, num, 0)
end

def Try(opens, closes, sum)
    return 1 if opens==0 && closes==0 && sum==0
    return 0 if sum<0 || opens<0 || closes<0
    
    count = 0
    count += Try(opens-1, closes, sum+1) if opens>0
    count += Try(opens, closes-1, sum-1) if closes>0
    count
end    

puts BracketCombinations(STDIN.gets)",15,1,0,0,0,4,0,0,2,1,0,47, 'count',15,0,5,0
58,userehy5sg47s,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/userehy5sg47s.jpg,/profile/userehy5sg47s,Bracket Combinations,Ruby,"def BracketCombinations(num)
  # code goes here
  # (2 * num)! / (1 + num)! * num!
  (1..(2*num)).reduce(1,:*)/(((1..(1+num)).reduce(1,:*)) * (1..num).reduce(1,:*))
end

# keep this function call here 
puts BracketCombinations(STDIN.gets)",15,0,0,0,3,0,0,0,1,0,20,28,,8,0,0,0
59,beber89,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/beber89.jpg,/profile/beber89,Bracket Combinations,Ruby,"def fact(num)
  if num == 0 then
    return 1
  else
    return num * fact(num-1)
  end
end
def BracketCombinations(num)

  # code goes here
  comb1 = fact(2*num)
  comb2 = fact(num)
  return comb1/(comb2**2*(num+1))

end

# keep this function call here 
puts BracketCombinations(STDIN.gets)",15,0,1,0,2,2,0,0,2,2,10,39, 'comb1' 'comb2',18,0,4,0
60,jebas08,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jebas08.jpg,/profile/jebas08,Bracket Combinations,Ruby,"def BracketCombinations(num)
  dub = num * 2
  return 1 if dub == 0
  count = 0
  for i in 2**(dub-1)..2**(dub)-1
    bits = i.to_s(2)
    if bits.count(""1"") == (num) && bits[0] == ""1"" && bits[-1] == ""0""
      cur = 0
      for i in 0...dub
        if bits[i] == ""1""
          cur += 1
        else
          cur -= 1
        end
        break if cur < 0
      end
      next if cur < 0
      count += 1
    end
  end
  count
end


# keep this function call here 
puts BracketCombinations(STDIN.gets)",15,0,0,0,1,6,2,0,1,4,6,80, 'dub' 'count' 'bits' 'cur',26,0,3,0
